Precinct,Race,Candidate,Total Votes,Vote Percentage
1001,Mayor,J. Miller,1.0,0.44
1001,Mayor,Justin Macaluso,1.0,0.44
1001,Mayor,Gary Allen,1.0,0.44
1001,Mayor,Frank Adam Muniz,0.0,0.0
1001,Mayor,"Antonio ""Tony"" Diaz",1.0,0.44
1001,Mayor,Ron Nirenberg,197.0,87.17
1001,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1001,Mayor,John M. Velasquez,0.0,0.0
1001,Mayor,Dan Martinez,0.0,0.0
1001,Mayor,Denise Gutierrez-Homer,1.0,0.44
1001,Mayor,Greg Brockhouse,23.0,10.18
1001,Mayor,Ray Basaldua,1.0,0.44
1001,Mayor,Joshua James Galvan,0.0,0.0
1001,Mayor,Tim Atwood,0.0,0.0
1001,District 1,Mario Bravo,81.0,39.32
1001,District 1,Roberto C. Treviño,93.0,45.15
1001,District 1,Cyndi Dóminguez,18.0,8.74
1001,District 1,Lauro A. Bustamante,8.0,3.88
1001,District 1,Raymond Zavala,5.0,2.43
1001,District 1,Matthew J. Gauna,1.0,0.49
1002,Mayor,J. Miller,0.0,0.0
1002,Mayor,Justin Macaluso,1.0,1.1
1002,Mayor,Gary Allen,1.0,1.1
1002,Mayor,Frank Adam Muniz,0.0,0.0
1002,Mayor,"Antonio ""Tony"" Diaz",0.0,0.0
1002,Mayor,Ron Nirenberg,59.0,64.84
1002,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1002,Mayor,John M. Velasquez,1.0,1.1
1002,Mayor,Dan Martinez,0.0,0.0
1002,Mayor,Denise Gutierrez-Homer,0.0,0.0
1002,Mayor,Greg Brockhouse,27.0,29.67
1002,Mayor,Ray Basaldua,0.0,0.0
1002,Mayor,Joshua James Galvan,1.0,1.1
1002,Mayor,Tim Atwood,1.0,1.1
1002,District 4,Adriana Rocha Garcia,45.0,58.44
1002,District 4,Curtis Mueller,5.0,6.49
1002,District 4,David Tristán,20.0,25.97
1002,District 4,Raymond Guzman,7.0,9.09
1003,Mayor,J. Miller,1.0,0.29
1003,Mayor,Justin Macaluso,2.0,0.57
1003,Mayor,Gary Allen,1.0,0.29
1003,Mayor,Frank Adam Muniz,0.0,0.0
1003,Mayor,"Antonio ""Tony"" Diaz",2.0,0.57
1003,Mayor,Ron Nirenberg,276.0,79.31
1003,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1003,Mayor,John M. Velasquez,2.0,0.57
1003,Mayor,Dan Martinez,1.0,0.29
1003,Mayor,Denise Gutierrez-Homer,2.0,0.57
1003,Mayor,Greg Brockhouse,58.0,16.67
1003,Mayor,Ray Basaldua,1.0,0.29
1003,Mayor,Joshua James Galvan,1.0,0.29
1003,Mayor,Tim Atwood,1.0,0.29
1003,District 5,Anthony Gres,20.0,6.31
1003,District 5,Jason Mata,6.0,1.89
1003,District 5,Ray Garza,6.0,1.89
1003,District 5,Irma G. Barron,18.0,5.68
1003,District 5,Teri Castillo,124.0,39.12
1003,District 5,David Yañez,10.0,3.15
1003,District 5,Marie Crabb,55.0,17.35
1003,District 5,Rudy Lopez,33.0,10.41
1003,District 5,"Norberto ""Geremy"" Landin",30.0,9.46
1003,District 5,Ricardo Moreno,12.0,3.79
1003,District 5,"Jesse ""Jay"" Alaniz",3.0,0.95
1004,Mayor,J. Miller,0.0,0.0
1004,Mayor,Justin Macaluso,1.0,0.69
1004,Mayor,Gary Allen,1.0,0.69
1004,Mayor,Frank Adam Muniz,2.0,1.38
1004,Mayor,"Antonio ""Tony"" Diaz",1.0,0.69
1004,Mayor,Ron Nirenberg,105.0,72.41
1004,Mayor,"Michael ""Commander"" Idrogo",1.0,0.69
1004,Mayor,John M. Velasquez,1.0,0.69
1004,Mayor,Dan Martinez,1.0,0.69
1004,Mayor,Denise Gutierrez-Homer,7.0,4.83
1004,Mayor,Greg Brockhouse,23.0,15.86
1004,Mayor,Ray Basaldua,1.0,0.69
1004,Mayor,Joshua James Galvan,0.0,0.0
1004,Mayor,Tim Atwood,1.0,0.69
1004,District 3,"Rodolfo ""Rudy"" Lopez",10.0,7.46
1004,District 3,"Mark Arthur Vargas, Jr.",11.0,8.21
1004,District 3,Rafael C. Vela,2.0,1.49
1004,District 3,Angela Cardona,14.0,10.45
1004,District 3,Walter Murray,7.0,5.22
1004,District 3,Ted Gonzalez,3.0,2.24
1004,District 3,Katherine Herrera Garza,4.0,2.99
1004,District 3,Tomas Uresti,14.0,10.45
1004,District 3,Phyllis Viagran,52.0,38.81
1004,District 3,"Stephen ""Steve"" Valdez",2.0,1.49
1004,District 3,Marcello Martinez,11.0,8.21
1004,District 3,Diana Flores Uriegas,4.0,2.99
1005,Mayor,J. Miller,0.0,0.0
1005,Mayor,Justin Macaluso,0.0,0.0
1005,Mayor,Gary Allen,0.0,0.0
1005,Mayor,Frank Adam Muniz,0.0,0.0
1005,Mayor,"Antonio ""Tony"" Diaz",2.0,1.79
1005,Mayor,Ron Nirenberg,87.0,77.68
1005,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1005,Mayor,John M. Velasquez,3.0,2.68
1005,Mayor,Dan Martinez,0.0,0.0
1005,Mayor,Denise Gutierrez-Homer,3.0,2.68
1005,Mayor,Greg Brockhouse,16.0,14.29
1005,Mayor,Ray Basaldua,1.0,0.89
1005,Mayor,Joshua James Galvan,0.0,0.0
1005,Mayor,Tim Atwood,0.0,0.0
1005,District 5,Anthony Gres,4.0,4.0
1005,District 5,Jason Mata,0.0,0.0
1005,District 5,Ray Garza,3.0,3.0
1005,District 5,Irma G. Barron,7.0,7.0
1005,District 5,Teri Castillo,40.0,40.0
1005,District 5,David Yañez,1.0,1.0
1005,District 5,Marie Crabb,8.0,8.0
1005,District 5,Rudy Lopez,19.0,19.0
1005,District 5,"Norberto ""Geremy"" Landin",12.0,12.0
1005,District 5,Ricardo Moreno,1.0,1.0
1005,District 5,"Jesse ""Jay"" Alaniz",5.0,5.0
1006,Mayor,J. Miller,2.0,0.6
1006,Mayor,Justin Macaluso,2.0,0.6
1006,Mayor,Gary Allen,2.0,0.6
1006,Mayor,Frank Adam Muniz,1.0,0.3
1006,Mayor,"Antonio ""Tony"" Diaz",9.0,2.68
1006,Mayor,Ron Nirenberg,243.0,72.32
1006,Mayor,"Michael ""Commander"" Idrogo",1.0,0.3
1006,Mayor,John M. Velasquez,1.0,0.3
1006,Mayor,Dan Martinez,4.0,1.19
1006,Mayor,Denise Gutierrez-Homer,6.0,1.79
1006,Mayor,Greg Brockhouse,61.0,18.15
1006,Mayor,Ray Basaldua,3.0,0.89
1006,Mayor,Joshua James Galvan,0.0,0.0
1006,Mayor,Tim Atwood,1.0,0.3
1006,District 5,Anthony Gres,32.0,10.39
1006,District 5,Jason Mata,14.0,4.55
1006,District 5,Ray Garza,11.0,3.57
1006,District 5,Irma G. Barron,36.0,11.69
1006,District 5,Teri Castillo,91.0,29.55
1006,District 5,David Yañez,19.0,6.17
1006,District 5,Marie Crabb,21.0,6.82
1006,District 5,Rudy Lopez,34.0,11.04
1006,District 5,"Norberto ""Geremy"" Landin",18.0,5.84
1006,District 5,Ricardo Moreno,28.0,9.09
1006,District 5,"Jesse ""Jay"" Alaniz",4.0,1.3
1007,Mayor,J. Miller,0.0,0.0
1007,Mayor,Justin Macaluso,0.0,0.0
1007,Mayor,Gary Allen,0.0,0.0
1007,Mayor,Frank Adam Muniz,1.0,0.42
1007,Mayor,"Antonio ""Tony"" Diaz",5.0,2.08
1007,Mayor,Ron Nirenberg,188.0,78.33
1007,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1007,Mayor,John M. Velasquez,1.0,0.42
1007,Mayor,Dan Martinez,1.0,0.42
1007,Mayor,Denise Gutierrez-Homer,3.0,1.25
1007,Mayor,Greg Brockhouse,37.0,15.42
1007,Mayor,Ray Basaldua,1.0,0.42
1007,Mayor,Joshua James Galvan,1.0,0.42
1007,Mayor,Tim Atwood,2.0,0.83
1007,District 5,Anthony Gres,23.0,10.22
1007,District 5,Jason Mata,8.0,3.56
1007,District 5,Ray Garza,7.0,3.11
1007,District 5,Irma G. Barron,16.0,7.11
1007,District 5,Teri Castillo,64.0,28.44
1007,District 5,David Yañez,26.0,11.56
1007,District 5,Marie Crabb,19.0,8.44
1007,District 5,Rudy Lopez,26.0,11.56
1007,District 5,"Norberto ""Geremy"" Landin",26.0,11.56
1007,District 5,Ricardo Moreno,6.0,2.67
1007,District 5,"Jesse ""Jay"" Alaniz",4.0,1.78
1008,Mayor,J. Miller,0.0,0.0
1008,Mayor,Justin Macaluso,0.0,0.0
1008,Mayor,Gary Allen,1.0,0.19
1008,Mayor,Frank Adam Muniz,2.0,0.38
1008,Mayor,"Antonio ""Tony"" Diaz",5.0,0.94
1008,Mayor,Ron Nirenberg,455.0,85.53
1008,Mayor,"Michael ""Commander"" Idrogo",1.0,0.19
1008,Mayor,John M. Velasquez,2.0,0.38
1008,Mayor,Dan Martinez,0.0,0.0
1008,Mayor,Denise Gutierrez-Homer,7.0,1.32
1008,Mayor,Greg Brockhouse,55.0,10.34
1008,Mayor,Ray Basaldua,1.0,0.19
1008,Mayor,Joshua James Galvan,0.0,0.0
1008,Mayor,Tim Atwood,3.0,0.56
1008,District 1,Mario Bravo,213.0,42.35
1008,District 1,Roberto C. Treviño,227.0,45.13
1008,District 1,Cyndi Dóminguez,43.0,8.55
1008,District 1,Lauro A. Bustamante,7.0,1.39
1008,District 1,Raymond Zavala,2.0,0.4
1008,District 1,Matthew J. Gauna,11.0,2.19
1010,Mayor,J. Miller,0.0,0.0
1010,Mayor,Justin Macaluso,0.0,0.0
1010,Mayor,Gary Allen,0.0,0.0
1010,Mayor,Frank Adam Muniz,0.0,0.0
1010,Mayor,"Antonio ""Tony"" Diaz",1.0,0.72
1010,Mayor,Ron Nirenberg,113.0,81.3
1010,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1010,Mayor,John M. Velasquez,0.0,0.0
1010,Mayor,Dan Martinez,0.0,0.0
1010,Mayor,Denise Gutierrez-Homer,1.0,0.72
1010,Mayor,Greg Brockhouse,22.0,15.83
1010,Mayor,Ray Basaldua,1.0,0.72
1010,Mayor,Joshua James Galvan,0.0,0.0
1010,Mayor,Tim Atwood,1.0,0.72
1010,District 5,Anthony Gres,4.0,3.08
1010,District 5,Jason Mata,3.0,2.31
1010,District 5,Ray Garza,3.0,2.31
1010,District 5,Irma G. Barron,7.0,5.38
1010,District 5,Teri Castillo,71.0,54.62
1010,District 5,David Yañez,3.0,2.31
1010,District 5,Marie Crabb,5.0,3.85
1010,District 5,Rudy Lopez,14.0,10.77
1010,District 5,"Norberto ""Geremy"" Landin",15.0,11.54
1010,District 5,Ricardo Moreno,5.0,3.85
1010,District 5,"Jesse ""Jay"" Alaniz",0.0,0.0
1011,Mayor,J. Miller,0.0,0.0
1011,Mayor,Justin Macaluso,0.0,0.0
1011,Mayor,Gary Allen,2.0,2.5
1011,Mayor,Frank Adam Muniz,0.0,0.0
1011,Mayor,"Antonio ""Tony"" Diaz",3.0,3.75
1011,Mayor,Ron Nirenberg,44.0,55.0
1011,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1011,Mayor,John M. Velasquez,0.0,0.0
1011,Mayor,Dan Martinez,1.0,1.25
1011,Mayor,Denise Gutierrez-Homer,1.0,1.25
1011,Mayor,Greg Brockhouse,28.0,35.0
1011,Mayor,Ray Basaldua,1.0,1.25
1011,Mayor,Joshua James Galvan,0.0,0.0
1011,Mayor,Tim Atwood,0.0,0.0
1011,District 3,"Rodolfo ""Rudy"" Lopez",12.0,15.58
1011,District 3,"Mark Arthur Vargas, Jr.",5.0,6.49
1011,District 3,Rafael C. Vela,1.0,1.3
1011,District 3,Angela Cardona,0.0,0.0
1011,District 3,Walter Murray,3.0,3.9
1011,District 3,Ted Gonzalez,7.0,9.09
1011,District 3,Katherine Herrera Garza,3.0,3.9
1011,District 3,Tomas Uresti,10.0,12.99
1011,District 3,Phyllis Viagran,21.0,27.27
1011,District 3,"Stephen ""Steve"" Valdez",1.0,1.3
1011,District 3,Marcello Martinez,9.0,11.69
1011,District 3,Diana Flores Uriegas,5.0,6.49
1012,Mayor,J. Miller,1.0,0.37
1012,Mayor,Justin Macaluso,0.0,0.0
1012,Mayor,Gary Allen,4.0,1.49
1012,Mayor,Frank Adam Muniz,1.0,0.37
1012,Mayor,"Antonio ""Tony"" Diaz",8.0,2.97
1012,Mayor,Ron Nirenberg,169.0,62.83
1012,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1012,Mayor,John M. Velasquez,0.0,0.0
1012,Mayor,Dan Martinez,1.0,0.37
1012,Mayor,Denise Gutierrez-Homer,6.0,2.23
1012,Mayor,Greg Brockhouse,73.0,27.14
1012,Mayor,Ray Basaldua,6.0,2.23
1012,Mayor,Joshua James Galvan,0.0,0.0
1012,Mayor,Tim Atwood,0.0,0.0
1012,District 4,Adriana Rocha Garcia,141.0,62.11
1012,District 4,Curtis Mueller,24.0,10.57
1012,District 4,David Tristán,35.0,15.42
1012,District 4,Raymond Guzman,27.0,11.89
1013,Mayor,J. Miller,0.0,0.0
1013,Mayor,Justin Macaluso,1.0,0.26
1013,Mayor,Gary Allen,1.0,0.26
1013,Mayor,Frank Adam Muniz,0.0,0.0
1013,Mayor,"Antonio ""Tony"" Diaz",8.0,2.05
1013,Mayor,Ron Nirenberg,303.0,77.49
1013,Mayor,"Michael ""Commander"" Idrogo",1.0,0.26
1013,Mayor,John M. Velasquez,1.0,0.26
1013,Mayor,Dan Martinez,2.0,0.51
1013,Mayor,Denise Gutierrez-Homer,7.0,1.79
1013,Mayor,Greg Brockhouse,60.0,15.35
1013,Mayor,Ray Basaldua,5.0,1.28
1013,Mayor,Joshua James Galvan,0.0,0.0
1013,Mayor,Tim Atwood,2.0,0.51
1013,District 5,Anthony Gres,37.0,9.95
1013,District 5,Jason Mata,12.0,3.23
1013,District 5,Ray Garza,16.0,4.3
1013,District 5,Irma G. Barron,19.0,5.11
1013,District 5,Teri Castillo,120.0,32.26
1013,District 5,David Yañez,27.0,7.26
1013,District 5,Marie Crabb,23.0,6.18
1013,District 5,Rudy Lopez,61.0,16.4
1013,District 5,"Norberto ""Geremy"" Landin",37.0,9.95
1013,District 5,Ricardo Moreno,15.0,4.03
1013,District 5,"Jesse ""Jay"" Alaniz",5.0,1.34
1014,Mayor,J. Miller,0.0,0.0
1014,Mayor,Justin Macaluso,0.0,0.0
1014,Mayor,Gary Allen,3.0,1.94
1014,Mayor,Frank Adam Muniz,2.0,1.29
1014,Mayor,"Antonio ""Tony"" Diaz",5.0,3.23
1014,Mayor,Ron Nirenberg,108.0,69.68
1014,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1014,Mayor,John M. Velasquez,0.0,0.0
1014,Mayor,Dan Martinez,1.0,0.65
1014,Mayor,Denise Gutierrez-Homer,2.0,1.29
1014,Mayor,Greg Brockhouse,29.0,18.71
1014,Mayor,Ray Basaldua,3.0,1.94
1014,Mayor,Joshua James Galvan,0.0,0.0
1014,Mayor,Tim Atwood,2.0,1.29
1014,District 5,Anthony Gres,8.0,5.33
1014,District 5,Jason Mata,2.0,1.33
1014,District 5,Ray Garza,5.0,3.33
1014,District 5,Irma G. Barron,6.0,4.0
1014,District 5,Teri Castillo,46.0,30.67
1014,District 5,David Yañez,13.0,8.67
1014,District 5,Marie Crabb,2.0,1.33
1014,District 5,Rudy Lopez,10.0,6.67
1014,District 5,"Norberto ""Geremy"" Landin",15.0,10.0
1014,District 5,Ricardo Moreno,40.0,26.67
1014,District 5,"Jesse ""Jay"" Alaniz",3.0,2.0
1015,Mayor,J. Miller,0.0,0.0
1015,Mayor,Justin Macaluso,1.0,0.68
1015,Mayor,Gary Allen,1.0,0.68
1015,Mayor,Frank Adam Muniz,1.0,0.68
1015,Mayor,"Antonio ""Tony"" Diaz",5.0,3.42
1015,Mayor,Ron Nirenberg,110.0,75.34
1015,Mayor,"Michael ""Commander"" Idrogo",3.0,2.05
1015,Mayor,John M. Velasquez,0.0,0.0
1015,Mayor,Dan Martinez,1.0,0.68
1015,Mayor,Denise Gutierrez-Homer,3.0,2.05
1015,Mayor,Greg Brockhouse,20.0,13.7
1015,Mayor,Ray Basaldua,1.0,0.68
1015,Mayor,Joshua James Galvan,0.0,0.0
1015,Mayor,Tim Atwood,0.0,0.0
1015,District 5,Anthony Gres,6.0,4.44
1015,District 5,Jason Mata,3.0,2.22
1015,District 5,Ray Garza,7.0,5.19
1015,District 5,Irma G. Barron,11.0,8.15
1015,District 5,Teri Castillo,27.0,20.0
1015,District 5,David Yañez,3.0,2.22
1015,District 5,Marie Crabb,3.0,2.22
1015,District 5,Rudy Lopez,12.0,8.89
1015,District 5,"Norberto ""Geremy"" Landin",11.0,8.15
1015,District 5,Ricardo Moreno,43.0,31.85
1015,District 5,"Jesse ""Jay"" Alaniz",9.0,6.67
1016,Mayor,J. Miller,0.0,0.0
1016,Mayor,Justin Macaluso,0.0,0.0
1016,Mayor,Gary Allen,1.0,0.82
1016,Mayor,Frank Adam Muniz,0.0,0.0
1016,Mayor,"Antonio ""Tony"" Diaz",1.0,0.82
1016,Mayor,Ron Nirenberg,94.0,77.05
1016,Mayor,"Michael ""Commander"" Idrogo",1.0,0.82
1016,Mayor,John M. Velasquez,1.0,0.82
1016,Mayor,Dan Martinez,1.0,0.82
1016,Mayor,Denise Gutierrez-Homer,5.0,4.1
1016,Mayor,Greg Brockhouse,18.0,14.75
1016,Mayor,Ray Basaldua,0.0,0.0
1016,Mayor,Joshua James Galvan,0.0,0.0
1016,Mayor,Tim Atwood,0.0,0.0
1016,District 3,"Rodolfo ""Rudy"" Lopez",22.0,18.97
1016,District 3,"Mark Arthur Vargas, Jr.",4.0,3.45
1016,District 3,Rafael C. Vela,1.0,0.86
1016,District 3,Angela Cardona,4.0,3.45
1016,District 3,Walter Murray,2.0,1.72
1016,District 3,Ted Gonzalez,10.0,8.62
1016,District 3,Katherine Herrera Garza,7.0,6.03
1016,District 3,Tomas Uresti,22.0,18.97
1016,District 3,Phyllis Viagran,32.0,27.59
1016,District 3,"Stephen ""Steve"" Valdez",4.0,3.45
1016,District 3,Marcello Martinez,4.0,3.45
1016,District 3,Diana Flores Uriegas,4.0,3.45
1017,Mayor,J. Miller,0.0,0.0
1017,Mayor,Justin Macaluso,0.0,0.0
1017,Mayor,Gary Allen,1.0,2.17
1017,Mayor,Frank Adam Muniz,1.0,2.17
1017,Mayor,"Antonio ""Tony"" Diaz",0.0,0.0
1017,Mayor,Ron Nirenberg,28.0,60.87
1017,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1017,Mayor,John M. Velasquez,0.0,0.0
1017,Mayor,Dan Martinez,1.0,2.17
1017,Mayor,Denise Gutierrez-Homer,0.0,0.0
1017,Mayor,Greg Brockhouse,14.0,30.43
1017,Mayor,Ray Basaldua,0.0,0.0
1017,Mayor,Joshua James Galvan,0.0,0.0
1017,Mayor,Tim Atwood,1.0,2.17
1017,District 3,"Rodolfo ""Rudy"" Lopez",1.0,2.5
1017,District 3,"Mark Arthur Vargas, Jr.",3.0,7.5
1017,District 3,Rafael C. Vela,1.0,2.5
1017,District 3,Angela Cardona,7.0,17.5
1017,District 3,Walter Murray,2.0,5.0
1017,District 3,Ted Gonzalez,0.0,0.0
1017,District 3,Katherine Herrera Garza,8.0,20.0
1017,District 3,Tomas Uresti,2.0,5.0
1017,District 3,Phyllis Viagran,6.0,15.0
1017,District 3,"Stephen ""Steve"" Valdez",0.0,0.0
1017,District 3,Marcello Martinez,8.0,20.0
1017,District 3,Diana Flores Uriegas,2.0,5.0
1018,Mayor,J. Miller,0.0,0.0
1018,Mayor,Justin Macaluso,0.0,0.0
1018,Mayor,Gary Allen,4.0,1.33
1018,Mayor,Frank Adam Muniz,0.0,0.0
1018,Mayor,"Antonio ""Tony"" Diaz",6.0,2.0
1018,Mayor,Ron Nirenberg,218.0,72.67
1018,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1018,Mayor,John M. Velasquez,1.0,0.33
1018,Mayor,Dan Martinez,1.0,0.33
1018,Mayor,Denise Gutierrez-Homer,2.0,0.67
1018,Mayor,Greg Brockhouse,63.0,21.0
1018,Mayor,Ray Basaldua,2.0,0.67
1018,Mayor,Joshua James Galvan,0.0,0.0
1018,Mayor,Tim Atwood,3.0,1.0
1018,District 3,"Rodolfo ""Rudy"" Lopez",23.0,8.21
1018,District 3,"Mark Arthur Vargas, Jr.",13.0,4.64
1018,District 3,Rafael C. Vela,2.0,0.71
1018,District 3,Angela Cardona,22.0,7.86
1018,District 3,Walter Murray,9.0,3.21
1018,District 3,Ted Gonzalez,38.0,13.57
1018,District 3,Katherine Herrera Garza,19.0,6.79
1018,District 3,Tomas Uresti,38.0,13.57
1018,District 3,Phyllis Viagran,71.0,25.36
1018,District 3,"Stephen ""Steve"" Valdez",2.0,0.71
1018,District 3,Marcello Martinez,30.0,10.71
1018,District 3,Diana Flores Uriegas,13.0,4.64
1019,Mayor,J. Miller,0.0,0.0
1019,Mayor,Justin Macaluso,0.0,0.0
1019,Mayor,Gary Allen,0.0,0.0
1019,Mayor,Frank Adam Muniz,0.0,0.0
1019,Mayor,"Antonio ""Tony"" Diaz",0.0,0.0
1019,Mayor,Ron Nirenberg,83.0,75.45
1019,Mayor,"Michael ""Commander"" Idrogo",2.0,1.82
1019,Mayor,John M. Velasquez,1.0,0.91
1019,Mayor,Dan Martinez,0.0,0.0
1019,Mayor,Denise Gutierrez-Homer,2.0,1.82
1019,Mayor,Greg Brockhouse,22.0,20.0
1019,Mayor,Ray Basaldua,0.0,0.0
1019,Mayor,Joshua James Galvan,0.0,0.0
1019,Mayor,Tim Atwood,0.0,0.0
1019,District 3,"Rodolfo ""Rudy"" Lopez",10.0,10.0
1019,District 3,"Mark Arthur Vargas, Jr.",6.0,6.0
1019,District 3,Rafael C. Vela,0.0,0.0
1019,District 3,Angela Cardona,11.0,11.0
1019,District 3,Walter Murray,6.0,6.0
1019,District 3,Ted Gonzalez,9.0,9.0
1019,District 3,Katherine Herrera Garza,3.0,3.0
1019,District 3,Tomas Uresti,10.0,10.0
1019,District 3,Phyllis Viagran,20.0,20.0
1019,District 3,"Stephen ""Steve"" Valdez",3.0,3.0
1019,District 3,Marcello Martinez,22.0,22.0
1019,District 3,Diana Flores Uriegas,0.0,0.0
1020,Mayor,J. Miller,3.0,0.77
1020,Mayor,Justin Macaluso,1.0,0.26
1020,Mayor,Gary Allen,2.0,0.51
1020,Mayor,Frank Adam Muniz,1.0,0.26
1020,Mayor,"Antonio ""Tony"" Diaz",10.0,2.55
1020,Mayor,Ron Nirenberg,248.0,63.27
1020,Mayor,"Michael ""Commander"" Idrogo",4.0,1.02
1020,Mayor,John M. Velasquez,0.0,0.0
1020,Mayor,Dan Martinez,2.0,0.51
1020,Mayor,Denise Gutierrez-Homer,3.0,0.77
1020,Mayor,Greg Brockhouse,113.0,28.83
1020,Mayor,Ray Basaldua,3.0,0.77
1020,Mayor,Joshua James Galvan,2.0,0.51
1020,Mayor,Tim Atwood,0.0,0.0
1020,District 3,"Rodolfo ""Rudy"" Lopez",41.0,11.2
1020,District 3,"Mark Arthur Vargas, Jr.",15.0,4.1
1020,District 3,Rafael C. Vela,3.0,0.82
1020,District 3,Angela Cardona,30.0,8.2
1020,District 3,Walter Murray,16.0,4.37
1020,District 3,Ted Gonzalez,40.0,10.93
1020,District 3,Katherine Herrera Garza,16.0,4.37
1020,District 3,Tomas Uresti,61.0,16.67
1020,District 3,Phyllis Viagran,95.0,25.96
1020,District 3,"Stephen ""Steve"" Valdez",5.0,1.37
1020,District 3,Marcello Martinez,32.0,8.74
1020,District 3,Diana Flores Uriegas,12.0,3.28
1021,Mayor,J. Miller,2.0,1.03
1021,Mayor,Justin Macaluso,0.0,0.0
1021,Mayor,Gary Allen,0.0,0.0
1021,Mayor,Frank Adam Muniz,0.0,0.0
1021,Mayor,"Antonio ""Tony"" Diaz",6.0,3.08
1021,Mayor,Ron Nirenberg,144.0,73.85
1021,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1021,Mayor,John M. Velasquez,1.0,0.51
1021,Mayor,Dan Martinez,1.0,0.51
1021,Mayor,Denise Gutierrez-Homer,5.0,2.56
1021,Mayor,Greg Brockhouse,36.0,18.46
1021,Mayor,Ray Basaldua,0.0,0.0
1021,Mayor,Joshua James Galvan,0.0,0.0
1021,Mayor,Tim Atwood,0.0,0.0
1021,District 3,"Rodolfo ""Rudy"" Lopez",25.0,14.53
1021,District 3,"Mark Arthur Vargas, Jr.",7.0,4.07
1021,District 3,Rafael C. Vela,2.0,1.16
1021,District 3,Angela Cardona,12.0,6.98
1021,District 3,Walter Murray,2.0,1.16
1021,District 3,Ted Gonzalez,7.0,4.07
1021,District 3,Katherine Herrera Garza,7.0,4.07
1021,District 3,Tomas Uresti,37.0,21.51
1021,District 3,Phyllis Viagran,51.0,29.65
1021,District 3,"Stephen ""Steve"" Valdez",2.0,1.16
1021,District 3,Marcello Martinez,16.0,9.3
1021,District 3,Diana Flores Uriegas,4.0,2.33
1022,Mayor,J. Miller,1.0,1.0
1022,Mayor,Justin Macaluso,2.0,2.0
1022,Mayor,Gary Allen,1.0,1.0
1022,Mayor,Frank Adam Muniz,0.0,0.0
1022,Mayor,"Antonio ""Tony"" Diaz",1.0,1.0
1022,Mayor,Ron Nirenberg,64.0,64.0
1022,Mayor,"Michael ""Commander"" Idrogo",1.0,1.0
1022,Mayor,John M. Velasquez,0.0,0.0
1022,Mayor,Dan Martinez,0.0,0.0
1022,Mayor,Denise Gutierrez-Homer,0.0,0.0
1022,Mayor,Greg Brockhouse,29.0,29.0
1022,Mayor,Ray Basaldua,1.0,1.0
1022,Mayor,Joshua James Galvan,0.0,0.0
1022,Mayor,Tim Atwood,0.0,0.0
1022,District 4,Adriana Rocha Garcia,72.0,81.82
1022,District 4,Curtis Mueller,5.0,5.68
1022,District 4,David Tristán,4.0,4.55
1022,District 4,Raymond Guzman,7.0,7.95
1023,Mayor,J. Miller,2.0,0.8
1023,Mayor,Justin Macaluso,0.0,0.0
1023,Mayor,Gary Allen,1.0,0.4
1023,Mayor,Frank Adam Muniz,1.0,0.4
1023,Mayor,"Antonio ""Tony"" Diaz",8.0,3.21
1023,Mayor,Ron Nirenberg,192.0,77.11
1023,Mayor,"Michael ""Commander"" Idrogo",0.0,0.0
1023,Mayor,John M. Velasquez,1.0,0.4
1023,Mayor,Dan Martinez,1.0,0.4
1023,Mayor,Denise Gutierrez-Homer,3.0,1.2
1023,Mayor,Greg Brockhouse,33.0,13.25
1023,Mayor,Ray Basaldua,4.0,1.61
1023,Mayor,Joshua James Galvan,2.0,0.8
1023,Mayor,Tim Atwood,1.0,0.4
1023,District 5,Anthony Gres,14.0,6.01
1023,District 5,Jason Mata,5.0,2.15
1023,District 5,Ray Garza,7.0,3.0
1023,District 5,Irma G. Barron,11.0,4.72
1023,District 5,Teri Castillo,23.0,9.87
1023,District 5,David Yañez,3.0,1.29
1023,District 5,Marie Crabb,12.0,5.15
1023,District 5,Rudy Lopez,27.0,11.59
1023,District 5,"Norberto ""Geremy"" Landin",17.0,7.3
1023,District 5,Ricardo Moreno,98.0,42.06
1023,District 5,"Jesse ""Jay"" Alaniz",16.0,6.87
1024,Mayor,J. Miller,4.0,0.92
1024,Mayor,Justin Macaluso,0.0,0.0
1024,Mayor,Gary Allen,7.0,1.6
1024,Mayor,Frank Adam Muniz,0.0,0.0
1024,Mayor,"Antonio ""Tony"" Diaz",11.0,2.52
1024,Mayor,Ron Nirenberg,271.0,62.01
1024,Mayor,"Michael ""Commander"" Idrogo",1.0,0.23
1024,Mayor,John M. Velasquez,1.0,0.23
